timestamps,aAcc,aJerk,aHeight,aVelocity
4.223,0.0446635594127524,0.2777100331269899,0.0009018119573271,1.5245141953547455e-05
4.243,0.0489369198404592,0.2136680213853332,0.0018378167498592,4.264142902541194e-05
4.258,0.0531219525578912,0.2790021811621379,0.0026032582928468,7.594949184570722e-05
4.273,0.0577632448362201,0.3094194852219392,0.0034348972733026,0.0001212356585918
4.288,0.0625740107659034,0.3207177286455354,0.0043374266903186,0.0001795280883189
4.308,0.0675112369339636,0.2468613084030177,0.0056382791673172,0.0002792851468953
4.322,0.0725066664984481,0.3568163974631733,0.0066184044913441,0.0003650819325059
4.337,0.075248569836944,0.1827935558997297,0.0077265687638596,0.00047266923192
4.352,0.0768734200947385,0.1083233505196268,0.0088674836883472,0.0005971246253115
4.372,0.0810329910657952,0.2079785485528384,0.0104465477999525,0.0007902649401945
4.387,0.0872349255307298,0.4134622976623199,0.0117085571744264,0.0009564282275023
4.402,0.0944320444311515,0.479807926694757,0.0130710594491406,0.0011422753521791
4.417,0.1011174385033619,0.4456929381473742,0.0145376805711494,0.0013493409023313
4.437,0.1061993553163667,0.254095840650231,0.0166108485093468,0.0016608261931362
4.451,0.1118263545827709,0.40192851902889,0.0181370284786407,0.0019040613320521
4.466,0.1183269141262837,0.4333706362341707,0.0198631779939586,0.0021890628805967
4.481,0.1246730682579322,0.4230769421099102,0.0216856778618402,0.0025006792995151
4.501,0.1305590188498406,0.2942975295954152,0.024237998732918,0.0029599160654627
4.516,0.1353790299648043,0.3213340743309177,0.0262325340990278,0.0033384450617023
4.531,0.140807699459625,0.3619112996547198,0.028303934569711,0.0037474685767179
4.546,0.1472244080563491,0.427780573114928,0.0304641753760809,0.0041882294013113
4.566,0.1548403294119236,0.3807960677787295,0.0334848227507635,0.0048277193825797
4.58,0.1627795327431442,0.5670859522300382,0.035708161785849,0.005312070274336
4.595,0.1697376247651369,0.4638728014661907,0.0382020404671611,0.0058663967912336
4.61,0.1764311471034734,0.4462348225557445,0.0407983062561758,0.0064588993916587
4.63,0.1821074481044551,0.2838150500490915,0.044383692208255,0.0073107193763029
4.645,0.1882562006054602,0.4099168334003491,0.0471614195735793,0.0079973077146667
4.66,0.1948004270169576,0.436281760766479,0.0500343442807475,0.0087262759435742
4.675,0.2021230156797884,0.4881725775220606,0.0530112701009731,0.0094991180514371
4.695,0.2101085038315009,0.3992744075856166,0.057133585296086,0.0106005666054077
4.71,0.2181237907578612,0.5343524617573668,0.0603453275055062,0.0114816584514196
4.724,0.2251915898645489,0.5048427933348233,0.0634485351698631,0.0123482154901472
4.739,0.2326173311984281,0.4950494222586231,0.0668821020778354,0.0133256952695049
4.759,0.2400784470423893,0.373055792198054,0.0716090598602436,0.0147106068888857
4.774,0.2473998766340042,0.4880953061076676,0.0752651472878165,0.0158121634424962
4.789,0.2539389816715225,0.4359403358345634,0.0790251887251079,0.0169693409625931
4.804,0.2601203929803048,0.4120940872521416,0.0828806340349967,0.0181836346332939
4.824,0.2663273558578645,0.3103481438779875,0.0881451115233783,0.0198938920888776
4.838,0.273321150652924,0.4995567710756753,0.0919226510689539,0.021154366427024
4.854,0.2807253571169443,0.4627629040012678,0.0963550231311129,0.0226605878206245
4.868,0.2875559225391981,0.4878975301609774,0.1003329920887059,0.0240374039271633
4.888,0.2935219244363676,0.2983000948584788,0.1061437705584614,0.0261021715536349
4.904,0.2990157481227147,0.3433639803966934,0.1108840719389341,0.0278383942936141
4.918,0.3044174285473637,0.3858343160463548,0.1151081041756247,0.029420339526416
4.933,0.3099676390467074,0.3700140332895864,0.1197159921825802,0.0311815202491025
4.953,0.3152735946884721,0.2652977820882302,0.1259684045199321,0.0336383642161277
4.968,0.3207598464151875,0.3657501151143646,0.1307386553282095,0.0355636671649887
