timestamps,aAcc,aJerk,aHeight,aVelocity
78.513,0.0442621835734069,0.2066517621652161,0.0014042106547899,3.498036865178494
78.534,0.0485722586683046,0.2052416711855955,0.0023789722983278,3.496854570051924
78.542,0.0527009957768971,0.5160921385743507,0.0027840653161084,3.496398652489824
78.558,0.0571345857558451,0.2770993736841605,0.0036627499683706,3.4954765471442624
78.577,0.0616677854859908,0.2385894594814601,0.0047913724951675,3.4943624776282083
78.592,0.0663109668160544,0.3095454220042272,0.0057512131374329,3.493467285589134
78.607,0.0708782066447888,0.3044826552489494,0.0067801319383893,3.4925571778542355
78.622,0.0756942970223502,0.3210726918374122,0.0078794257158928,3.491631108524998
78.642,0.0807887766692445,0.2547239823447685,0.0094442564528085,3.490369708174204
78.663,0.0857562893573558,0.2365482232433835,0.0111929796460878,3.4890104454896043
78.672,0.0910351908010937,0.5865446048597548,0.0119885413068009,3.488416455057218
78.686,0.0964825273089893,0.3890954648494025,0.0133011653335724,3.4874777126403598
78.71,0.1019550129086948,0.2280202333211879,0.0156824158161833,3.485824113431636
78.721,0.1077721289207804,0.5288287283709496,0.0168359150962464,3.485046772670608
78.736,0.1135548448523078,0.385514395435142,0.0184958673995447,3.4839656616550596
78.751,0.1194993381116322,0.3962995506216147,0.0202437737717743,3.4828589916994446
78.771,0.1257508374920437,0.3125749690206358,0.0226962755278106,3.4813414276773424
78.786,0.1318248521465683,0.4049343103016258,0.0246280932001002,3.480170372265053
78.801,0.1379041179423215,0.4052843863835266,0.026651060475767,3.4789696559656544
78.816,0.1441538874463219,0.4166513002666821,0.0287664955161819,3.4777379016488847
78.836,0.1502249368792725,0.3035524716475883,0.0317102837594372,3.4760449703270218
78.85,0.1565604881904878,0.4525393793726592,0.0338577817349249,3.474824279398187
78.865,0.1630852111083953,0.4349815278604842,0.0362551244796667,3.473482309954748
78.88,0.1699078888588019,0.4548451833604207,0.0387525727294207,3.4721036295788497
