timestamps,acc_x,acc_y,acc_z,aAcc,aStages,aJerk,aVelocity,avStages,aHeight,accelerations_direction,velocities_direction,heights_direction,jerk_direction,start_jerks,start_accelerations,start_velocities,start_heights,actual_timestamps
0.0,0.1661814,-0.3248091,9.8285409,0.0,0.0,0.0,0.0,0.0,0.0,up,up,up,0.0,2.2173655149041645e-05,0.003386962734007,0.0,-0.0001078413323062,3.156
0.016000000000000014,0.1841336999999999,-0.3577707,9.8285409,0.0,0.0,0.0,0.0,0.0,0.0,up,up,up,0.0,2.2173655149041645e-05,0.003386962734007,0.0,-0.0001078413323062,3.172
0.03200000000000003,0.1841336999999999,-0.3547296,9.877983300000002,0.0,0.0,0.07731366939432616,0.0,0.0,0.0,up,up,up,1.0,2.2173655149041645e-05,0.003386962734007,0.0,-0.0001078413323062,3.188
0.04699999999999971,0.1616688,-0.3547296,9.9093753,0.0,0.0,0.13082285727321896,0.0,0.0,0.0,up,up,up,1.0,2.2173655149041645e-05,0.003386962734007,0.0,-0.0001078413323062,3.203
0.06299999999999972,0.1721655,-0.3532581,9.9093753,0.0,0.0,0.11984240780014865,0.0,0.0,0.0,up,up,up,1.0,2.2173655149041645e-05,0.003386962734007,0.0,-0.0001078413323062,3.219
0.07899999999999974,0.1721655,-0.3712104,9.9168309,0.0,0.0,0.12927400381766596,0.0,0.0,0.0,up,up,up,1.0,2.2173655149041645e-05,0.003386962734007,0.0,-0.0001078413323062,3.235
0.09399999999999986,0.1511721,-0.4176117,9.9184005,0.0,0.0,0.13952158788192887,0.0,0.0,0.0,up,up,up,1.0,2.2173655149041645e-05,0.003386962734007,0.0,-0.0001078413323062,3.25
0.10999999999999988,0.1810926,-0.4176117,9.9392958,0.0118792159679142,0.0,0.16019167489177036,0.0,0.0,0.0,up,up,up,1.0,2.2173655149041645e-05,0.003386962734007,0.0,-0.0001078413323062,3.266
0.125,0.1631403,-0.375723,9.9392958,0.014331804501509301,0.0,0.16348372858452226,0.0,0.0,0.0,up,up,up,1.0,2.2173655149041645e-05,0.003386962734007,0.0,-0.0001078413323062,3.281
0.14100000000000001,0.1631403,-0.3592422,9.9827541,0.0177688520332495,0.0,0.21479329707861536,0.0,0.0,0.0,up,up,up,1.0,2.2173655149041645e-05,0.003386962734007,0.0,-0.0001078413323062,3.297
0.15700000000000003,0.1392039,-0.3592422,10.003649400000002,0.0216224981115705,0.0,0.24083070623991007,0.0,0.0,0.0,up,up,up,1.0,2.2173655149041645e-05,0.003386962734007,0.0,-0.0001078413323062,3.313
0.1719999999999997,0.1362609,-0.3907323,10.003649400000002,0.025409932791525598,0.0,0.252473471675198,0.0,0.0,0.0,up,up,up,1.0,2.2173655149041645e-05,0.003386962734007,0.0,-0.0001078413323062,3.328
0.18799999999999972,0.1362609,-0.3907323,10.003649400000002,0.0291049910158723,0.0,0.23091896536651826,0.0,0.0,0.0,up,up,up,1.0,2.2173655149041645e-05,0.003386962734007,0.0,-0.0001078413323062,3.344
0.20399999999999974,0.1362609,-0.3307932,10.0380825,0.0334965405109351,0.0,0.27444966978627683,0.0,0.0,0.0,up,up,up,1.0,2.2173655149041645e-05,0.003386962734007,0.0,-0.0001078413323062,3.36
0.21899999999999986,0.1332198,-0.3412899,10.0665315,0.038481966754247296,0.0,0.33233957589899604,0.0,0.0,0.0,up,up,up,-1.0,2.2173655149041645e-05,0.003386962734007,0.0,-0.0001078413323062,3.375
0.23499999999999988,0.1332198,-0.3367773,10.1997513,0.046589282773007695,0.0,0.5066850775173729,0.0,0.0,0.0,up,up,up,-1.0,2.2173655149041645e-05,0.003386962734007,0.0,-0.0001078413323062,3.391
0.25,0.1332198,-0.3367773,10.1997513,0.0544988593766753,0.0,0.5272829332560229,0.0,0.0,0.0,up,up,up,-1.0,2.2173655149041645e-05,0.003386962734007,0.0,-0.0001078413323062,3.406
