timestamps,aAcc,aJerk,aHeight,aVelocity
22.439,-0.0472148194639689,-0.1909869499085818,-0.0015929079310792,2.9926156609518273
22.454,-0.05104998562099,-0.2556777438013946,-0.0023298939692164,2.9935119734466036
22.469,-0.0550088788463902,-0.2639262150266711,-0.0031253354527218,2.994396792734968
22.486,-0.05896503594718,-0.2327151235758768,-0.0040941137284671,2.995384592060494
22.504,-0.0631568066081822,-0.2328761478334456,-0.0051932103114654,2.996411886354969
22.519,-0.0674393905787162,-0.28550559803566,-0.006172681790367,2.9972523756732334
22.538,-0.0721018416085588,-0.2453921594653716,-0.0074983234961462,2.998295096901115
22.549,-0.0765952507031411,-0.4084917358711458,-0.0083161575038605,2.998886988495569
22.569,-0.0812527415146888,-0.2328745405773929,-0.0098946374260388,2.999939191891642
22.583,-0.086338206773803,-0.3632475185081691,-0.0110677740640582,3.000656472952971
22.598,-0.0914289666453438,-0.3393839914360431,-0.0124010278647018,3.0014061904475344
22.613,-0.0964372938065256,-0.333888477412109,-0.0138100248180909,3.002135341061442
22.633,-0.1015461295890656,-0.2554417891270032,-0.0157898590520468,3.003073653568112
22.648,-0.1068630340831635,-0.3544602996065159,-0.0173529277795886,3.0037508161759034
22.663,-0.112386752888689,-0.3682479203683521,-0.0189973011818775,3.0044039229677217
22.679,-0.1183144871458257,-0.3704833910710822,-0.0208429111021534,3.0050726503457463
22.697,-0.1244423529326095,-0.3404369881546434,-0.0230277226628594,3.0057886948526957
22.713,-0.1305928049320392,-0.3844032499643171,-0.0250680039257768,3.006391378116284
22.727,-0.1364644949538416,-0.4194064301287569,-0.0269374050249779,3.0068913581953884
22.742,-0.1426201761921,-0.4103787492172099,-0.0290305400585726,3.0073973321162906
22.762,-0.1488728728953798,-0.3126348351640007,-0.0319454705494473,3.0080218833555823
22.777,-0.1551165918752044,-0.4162479319882885,-0.0342253915352268,3.0084513353989757
22.792,-0.1613145000165765,-0.4131938760914583,-0.0365986247244152,3.008845888786057
22.807,-0.1676997639041264,-0.4256842591700778,-0.03906623170382,3.0092041358718737
22.827,-0.1741700794927769,-0.3235157794324755,-0.0424849301377896,3.0096229355988293
22.842,-0.1811128377611499,-0.4628505512249576,-0.0451495520171935,3.009891410491696
22.856,-0.1880323822794078,-0.4942531798754645,-0.047733568557478,3.010105246589433
22.872,-0.1950257541720486,-0.4370857432900925,-0.0507980336490893,3.010304442848078
22.897,-0.2018015047890617,-0.2710300246805429,-0.0557583743861029,3.010515376929352
22.906,-0.2088466152507173,-0.7827900512950334,-0.057606290926282,3.010560676040863
22.921,-0.2159789646351946,-0.475489958965133,-0.0607924827754264,3.0105984187471293
22.936,-0.2233955822729623,-0.4944411758511603,-0.0640877918772377,3.0105875501962633
22.956,-0.230784693255865,-0.3694555491451446,-0.0686295946325259,3.010494687676537
22.971,-0.2381810764484271,-0.4930922128374536,-0.0721468379053082,3.010364597941532
22.985,-0.2453605555318887,-0.5128199345329965,-0.0755316293291703,3.010194866612651
23.001,-0.2526004586017283,-0.4524939418649225,-0.0795153174422396,3.009941940114777
23.02,-0.2595405110771569,-0.3652659197594325,-0.0843806566541886,3.0095575241389634
23.035,-0.2662794298494511,-0.44926125148626,-0.0883243062111383,3.009187970426502
23.05,-0.2733859957767084,-0.4737710618171377,-0.0923717969033347,3.008758483162173
23.065,-0.2806728181473819,-0.485788158044879,-0.0965272380077655,3.008267473909368
23.085,-0.2876065556051408,-0.3466868728879542,-0.1022100317452906,3.0075144125572093
23.1,-0.2940572847562457,-0.4300486100736433,-0.1065725105480012,3.006874276999038
23.115,-0.3003215657902363,-0.4176187355994544,-0.1110303519270989,3.006167989039504
23.129,-0.3061860233352522,-0.4188898246439108,-0.1152759050509782,3.0054478631824173
23.149,-0.3120342393376898,-0.2924108001218846,-0.1214581076777075,3.0043148344005024
