timestamps,aAcc,aJerk,aVelocity,aHeight,jerks_direction,accelerations_direction,velocities_direction,heights_direction,actual_timestamps
0.0,0.0,0.0233336364411362,0.0,0.0,down,up,up,up,1.719
0.016000000000000014,9.740615135640004e-05,0.0060878844597711,0.0,0.0,down,up,up,up,1.735
0.030999999999999917,0.0001929023781777001,0.0063664151214245,0.0,0.0,down,up,up,up,1.75
0.04699999999999993,0.0001314155915093998,-0.0038429241667747,0.0,0.0,down,up,up,up,1.766
0.06299999999999994,8.120896394109983e-05,-0.003137914223017,0.0,0.0,down,up,up,up,1.782
0.07799999999999985,3.306702905099979e-05,-0.0032094623260074,0.0,0.0,down,up,up,up,1.797
0.09399999999999986,0.0002438263239349001,0.0131724559302437,0.0,0.0,down,up,up,up,1.813
0.10899999999999999,0.0004588449743128998,0.0143345766918655,0.0,0.0,down,up,up,up,1.828
0.125,0.00027742145256230005,-0.011338970109409,6.185673912317141e-06,4.948539129853778e-08,down,up,up,up,1.844
0.14100000000000001,0.0009386342996719999,0.0413258029443585,0.0,9.897078259707556e-08,down,up,up,up,1.86
0.15599999999999992,0.0016950281083581,0.0504262539124059,0.0,9.897078259707556e-08,down,up,up,up,1.875
0.17199999999999993,0.0024722028245599,0.0485734197626097,0.0,9.897078259707556e-08,down,up,up,up,1.891
0.18799999999999994,0.0016002492736984,-0.0544970969288404,0.0,9.897078259707556e-08,down,up,up,up,1.907
0.20299999999999985,0.0012248636304318,-0.0250257095511113,0.0,9.897078259707556e-08,down,up,up,up,1.922
0.21899999999999986,0.0008143570744022,-0.0256566597518492,0.0,9.897078259707556e-08,down,up,up,up,1.938
0.23399999999999999,0.0010794093848184,0.0176701540277452,0.0,9.897078259707556e-08,down,up,up,up,1.953
0.25,3.0477835798199855e-05,-0.0693679512885347,0.0,9.897078259707556e-08,down,up,up,up,1.969
0.266,0.0010965199131102998,-0.0666276298320056,0.0,9.897078259707556e-08,down,up,up,up,1.985
0.2809999999999999,0.0008563494173276999,0.0160113663855081,0.0,9.897078259707556e-08,down,up,up,up,2.0
0.29699999999999993,0.0013139776118098,-0.0286017621551337,0.0,9.897078259707556e-08,down,up,up,up,2.016
0.31299999999999994,0.0009520401275260001,0.0226210927677383,0.0,9.897078259707556e-08,down,up,up,up,2.032
0.32800000000000007,0.0006160874416476,0.0223968457252253,0.0,9.897078259707556e-08,down,up,up,up,2.047
0.3440000000000001,0.0016328157281631003,-0.0635455179072152,1.3005733926242656e-05,2.030166540070152e-07,down,up,up,up,2.063
0.35899999999999976,0.0011140140115362,0.0345867811084595,0.0,3.0055965845383106e-07,down,up,up,up,2.078
0.3749999999999998,0.0006322658759732001,0.030109258472688,0.0,3.0055965845383106e-07,down,up,up,up,2.094
0.3909999999999998,0.0004212732908880001,0.0658461979288204,0.0,3.0055965845383106e-07,down,up,up,up,2.11
0.4059999999999999,0.0012127771117694,0.0527669213920959,0.0,3.0055965845383106e-07,down,up,up,up,2.125
0.42199999999999993,0.0020112668445283,0.0499056082974291,0.0,3.0055965845383106e-07,down,up,up,up,2.141
0.43799999999999994,0.002198431410303,0.0116977853609201,0.0,3.0055965845383106e-07,down,up,up,up,2.157
0.45300000000000007,0.0021698934742745,-0.0019025290685684,0.0,3.0055965845383106e-07,down,up,up,up,2.172
0.4690000000000001,0.0020209228269508,-0.009310665457729,0.0,3.0055965845383106e-07,down,up,up,up,2.188
0.48399999999999976,0.0019116910323885,-0.00728211963749,0.0,3.0055965845383106e-07,down,up,up,up,2.203
0.4999999999999998,0.0023441032059193,0.027025760845678,0.0,3.0055965845383106e-07,down,up,up,up,2.219
0.5159999999999998,0.002247181977003,-0.0060575768072723,0.0,3.0055965845383106e-07,down,up,up,up,2.235
0.5309999999999999,0.0021920453066447,-0.0036757780238853,0.0,3.0055965845383106e-07,down,up,up,up,2.25
0.5469999999999999,0.0012802973288917,-0.0569842486095594,0.0,3.0055965845383106e-07,down,up,up,up,2.266
