timestamps,aAcc,aJerk,aVelocity,aHeight,jerks_direction,accelerations_direction,velocities_direction,heights_direction,start_jerks,start_accelerations,start_velocities,start_heights,actual_timestamps
0.0,0.0,0.0,0.0,0.0,up,down,down,up,-0.1245578138696495,-0.0039440654992723,2.002592728839927,46.8368053858436,29.422
0.015000000000000568,0.0,0.2517511484882881,0.0,0.030038554544610463,up,down,down,up,-0.1245578138696495,-0.0039440654992723,2.002592728839927,46.8368053858436,29.437
0.030999999999998806,0.0,0.0234604085260519,0.0,0.06207895642540251,up,down,down,up,-0.1245578138696495,-0.0039440654992723,2.002592728839927,46.8368053858436,29.453
0.0470000000000006,0.0,0.0287461780872324,0.0,0.09411842836549766,up,down,down,up,-0.1245578138696495,-0.0039440654992723,2.002592728839927,46.8368053858436,29.469
0.062000000000001165,0.0,0.0366241330838481,0.0,0.12415424518435003,up,down,down,up,-0.1245578138696495,-0.0039440654992723,2.002592728839927,46.8368053858436,29.484
0.0779999999999994,0.0,0.1670042094878883,0.0,0.15619095897913837,up,down,down,up,-0.1245578138696495,-0.0039440654992723,2.002592728839927,46.8368053858436,29.5
0.09299999999999997,0.0,0.1697178627712598,0.0,0.18622402083877887,up,down,down,up,-0.1245578138696495,-0.0039440654992723,2.002592728839927,46.8368053858436,29.515
0.125,0.0,0.1115264875321958,0.0,0.2502904925877445,up,down,down,up,-0.1245578138696495,-0.0039440654992723,2.002592728839927,46.8368053858436,29.547
0.14000000000000057,0.0,0.2240508373556649,0.0,0.2803198231310091,up,down,down,up,-0.1245578138696495,-0.0039440654992723,2.002592728839927,46.8368053858436,29.562
0.1559999999999988,0.0,0.2151180831840808,0.0,0.3123501019365307,up,down,down,up,-0.1245578138696495,-0.0039440654992723,2.002592728839927,46.8368053858436,29.578
0.1720000000000006,0.0,0.1408575314128921,0.0,0.34437963274660177,up,down,down,up,-0.1245578138696495,-0.0039440654992723,2.002592728839927,46.8368053858436,29.594
0.18700000000000117,0.0,0.1860493697222024,0.0,0.3744068044822555,up,down,down,up,-0.1245578138696495,-0.0039440654992723,2.002592728839927,46.8368053858436,29.609
0.2029999999999994,0.0,0.180986586094437,0.0,0.4064354325793431,up,down,down,up,-0.1245578138696495,-0.0039440654992723,2.002592728839927,46.8368053858436,29.625
