timestamps,acc_x,acc_y,acc_z,aAcc,aStages,aJerk,aVelocity,avStages,aHeight,accelerations_direction,velocities_direction,heights_direction,jerk_direction,start_jerks,start_accelerations,start_velocities,start_heights,actual_timestamps
0.0,0.145188,-0.2035575,9.681881400000002,0.0,0.0,0.0,0.0,1.0,0.0,down,down,down,0.0,-0.0888307656838892,-0.0110904420002651,0.0,0.0005703730589825,4.406
0.015000000000000568,0.1826622,-0.2035575,9.7103304,0.0,0.0,0.0436604358442225,0.0,1.0,0.0,down,down,down,0.0,-0.0888307656838892,-0.0110904420002651,0.0,0.0005703730589825,4.421
0.031000000000000583,0.145188,-0.2155257,9.7103304,0.0,0.0,0.046945989306657,0.0,1.0,0.0,down,down,down,1.0,-0.0888307656838892,-0.0110904420002651,0.0,0.0005703730589825,4.437
0.0470000000000006,0.145188,-0.2230794,9.7132734,0.0,0.0,0.0527121256679307,0.0,1.0,0.0,down,down,down,1.0,-0.0888307656838892,-0.0110904420002651,0.0,0.0005703730589825,4.453
0.06200000000000028,0.1661814,-0.2065986,9.632439,0.0,0.0,0.0801903872605148,0.0,1.0,0.0,down,down,down,-1.0,-0.0888307656838892,-0.0110904420002651,0.0,0.0005703730589825,4.468
0.07800000000000029,0.1062423,-0.2065986,9.657945000000002,0.0,0.0,0.028183562567951695,0.0,1.0,0.0,down,down,down,-1.0,-0.0888307656838892,-0.0110904420002651,0.0,0.0005703730589825,4.484
0.0940000000000003,0.1691243999999999,-0.2035575,9.657945000000002,0.0,0.0,0.024061881219839,0.0,1.0,0.0,down,down,down,-1.0,-0.0888307656838892,-0.0110904420002651,0.0,0.0005703730589825,4.5
0.10899999999999999,0.1691243999999999,-0.2125826999999999,9.698362200000002,0.0,0.0,0.0373581762767904,0.0,1.0,0.0,down,down,down,-1.0,-0.0888307656838892,-0.0110904420002651,0.0,0.0005703730589825,4.515
0.14000000000000057,0.1826622,-0.2110131,9.6878655,0.0,0.0,0.0564430856208667,0.0,1.0,0.0,down,down,down,-1.0,-0.0888307656838892,-0.0110904420002651,0.0,0.0005703730589825,4.546
0.15600000000000058,0.1826622,-0.1437165,9.6519609,0.011800584101612402,0.0,0.028984151316802098,0.0,1.0,0.0,down,down,down,-1.0,-0.0888307656838892,-0.0110904420002651,0.0,0.0005703730589825,4.562
0.1720000000000006,0.1721655,-0.1437165,9.6503913,0.013682623379606702,0.0,0.028796689190757604,0.0,1.0,0.0,down,down,down,-1.0,-0.0888307656838892,-0.0110904420002651,0.0,0.0005703730589825,4.578
0.18700000000000028,0.1302768,-0.1781496,9.6503913,0.015520763028439001,0.0,0.0337118775715988,0.0,1.0,0.0,down,down,down,-1.0,-0.0888307656838892,-0.0110904420002651,0.0,0.0005703730589825,4.593
0.2030000000000003,0.1302768,-0.202086,9.6099741,0.0182880500917796,0.0,0.08412467577489921,0.0,1.0,0.0,down,down,down,-1.0,-0.0888307656838892,-0.0110904420002651,0.0,0.0005703730589825,4.609
0.2190000000000003,0.1466595,-0.230535,9.5785821,0.0217318223385483,0.0,0.1264049997391491,0.0,1.0,0.0,down,down,down,-1.0,-0.0888307656838892,-0.0110904420002651,0.0,0.0005703730589825,4.625
0.25,0.1482291,-0.2170953,9.5307093,0.026265855066998897,0.0,0.0574283545887139,0.0,1.0,0.0,down,down,down,-1.0,-0.0888307656838892,-0.0110904420002651,0.0,0.0005703730589825,4.656
0.26500000000000057,0.1482291,-0.2035575,9.5022603,0.0313902209756804,0.0,0.2527936282281967,0.0,1.0,0.0,down,down,down,-1.0,-0.0888307656838892,-0.0110904420002651,0.0,0.0005703730589825,4.671
0.2810000000000006,0.1661814,-0.2035575,9.512757,0.036126441697819,0.0,0.2071830294497755,0.0,1.0,0.0,down,down,down,-1.0,-0.0888307656838892,-0.0110904420002651,0.0,0.0005703730589825,4.687
0.2970000000000006,0.1586277,-0.2470158,9.512757,0.0407251970369486,0.0,0.1985914430117085,0.0,1.0,0.0,down,down,down,-1.0,-0.0888307656838892,-0.0110904420002651,0.0,0.0005703730589825,4.703
0.3280000000000003,0.1497006,-0.2006145,9.4513464,0.0467392291412753,0.0,0.10517026993955511,0.0,1.0,0.0,down,down,down,-1.0,-0.0888307656838892,-0.0110904420002651,0.0,0.0005703730589825,4.734
0.3440000000000003,0.1646118,-0.2350476,9.4513464,0.0525811843450192,0.0,0.276291434550102,0.0,1.0,0.0,down,down,down,-1.0,-0.0888307656838892,-0.0110904420002651,0.0,0.0005703730589825,4.75
0.359,,,,0.0589036630863599,,0.3326678170721685,0.0,,0.0,down,down,down,-1.0,-0.0888307656838892,-0.0110904420002651,0.0,0.0005703730589825,4.765
0.375,,,,0.0658506650463639,,0.3453568568163587,0.0,,0.0,down,down,down,-1.0,-0.0888307656838892,-0.0110904420002651,0.0,0.0005703730589825,4.781
0.4060000000000006,,,,0.073434177014283,,0.155798652636076,0.0,,0.0,down,down,down,-1.0,-0.0888307656838892,-0.0110904420002651,0.0,0.0005703730589825,4.812
0.4220000000000006,,,,0.0808192809186945,,0.3727382283418288,0.0,,0.0,down,down,down,-1.0,-0.0888307656838892,-0.0110904420002651,0.0,0.0005703730589825,4.828
0.4370000000000003,,,,0.0891365863863473,,0.46565626549297984,0.0104958062075575,,0.0,down,down,down,-1.0,-0.0888307656838892,-0.0110904420002651,0.0,0.0005703730589825,4.843
0.4530000000000003,,,,0.096127123395604,,0.3480777973946523,0.0121553629578174,,0.0,down,down,down,-1.0,-0.0888307656838892,-0.0110904420002651,0.0,0.0005703730589825,4.859
0.4690000000000003,,,,0.1029480310462496,,0.3374759624814591,0.0139254112653564,,0.0,down,down,down,-1.0,-0.0888307656838892,-0.0110904420002651,0.0,0.0005703730589825,4.875
0.484,,,,0.1110196403678696,,0.44927652242412147,0.0156965254309663,,0.0,down,down,down,-1.0,-0.0888307656838892,-0.0110904420002651,0.0,0.0005703730589825,4.89
0.5,,,,0.1208293505998714,,0.5242761238162248,0.0177287644307124,,0.0,down,down,down,-1.0,-0.0888307656838892,-0.0110904420002651,0.0,0.0005703730589825,4.906
0.5150000000000006,,,,0.1303778781710143,,0.5477377390589455,0.0197791752764981,,0.0,down,down,down,-1.0,-0.0888307656838892,-0.0110904420002651,0.0,0.0005703730589825,4.921
