timestamps,acc_x,acc_y,acc_z,aAcc,aStages,aJerk,aVelocity,avStages,aHeight,jerks_direction,accelerations_direction,velocities_direction,heights_direction,start_jerks,start_accelerations,start_velocities,start_heights,actual_timestamps
0.0,0.1302768,-0.2694807,10.4962095,0.0,3.0,0.0,0.0,1.0,0.0,up,down,up,down,-0.1069291671409859,0.782500889075278,-1.316951895343833,-113.40115599660278,37.812
0.016000000000005343,0.1466595,-0.287433,10.585971,0.0,3.0,0.1469505871848622,0.012525136966974326,1.0,0.02097102922978422,up,down,up,down,-0.1069291671409859,0.782500889075278,-1.316951895343833,-113.40115599660278,37.828
0.03200000000000358,0.1152675,-0.2604555,10.6069644,0.0,3.0,0.1763094863203509,0.02506427735656369,1.0,0.04174154424067922,up,down,up,down,-0.1069291671409859,0.782500889075278,-1.316951895343833,-113.40115599660278,37.844
0.04700000000000415,0.1152675,-0.2634966,10.5680187,0.0,3.0,0.1159489216606794,0.03682906183249046,1.0,0.06103162262691342,up,down,up,down,-0.1069291671409859,0.782500889075278,-1.316951895343833,-113.40115599660278,37.859
0.06300000000000239,0.0898596,-0.2634966,10.529073,0.0,3.0,0.05545540460009239,0.049372659002414165,1.0,0.08141323918573562,up,down,up,down,-0.1069291671409859,0.782500889075278,-1.316951895343833,-113.40115599660278,37.875
0.07800000000000296,0.0748503,-0.2738952,10.529073,0.0,3.0,0.0536034886511751,0.06112010535888435,1.0,0.10033882188318444,up,down,up,down,-0.1069291671409859,0.782500889075278,-1.316951895343833,-113.40115599660278,37.89
0.0940000000000012,0.0748503,-0.2798793,10.5515379,0.0,3.0,0.0926278248453537,0.07364248515255145,1.0,0.1203319514845731,up,down,up,down,-0.1069291671409859,0.782500889075278,-1.316951895343833,-113.40115599660278,37.906
0.10999999999999943,0.1092834,-0.2798793,10.585971,0.0,3.0,0.1459027364177247,0.08616802299127202,1.0,0.14012469774493752,up,down,up,down,-0.1069291671409859,0.782500889075278,-1.316951895343833,-113.40115599660278,37.922
0.14100000000000534,0.0688662,-0.2634966,10.585971,0.0,3.0,0.12595577255029,0.11045506028288044,1.0,0.17790254870985223,up,down,up,down,-0.1069291671409859,0.782500889075278,-1.316951895343833,-113.40115599660278,37.953
0.17200000000000415,0.1107549,-0.2843919,10.5216174,0.0,3.0,0.0755853891212492,0.13473617917304392,1.0,0.21492759325393251,up,down,up,down,-0.1069291671409859,0.782500889075278,-1.316951895343833,-113.40115599660278,37.984
0.1880000000000024,0.0837774,-0.2843919,10.5650757,0.0,3.0,0.1135230004507958,0.14726144032168098,1.0,0.23374284262349931,up,down,up,down,-0.1069291671409859,0.782500889075278,-1.316951895343833,-113.40115599660278,38.0
0.20300000000000296,0.1571562,-0.2754648,10.5650757,0.0,3.0,0.114766504534809,0.15900554560898383,1.0,0.25120011865918457,up,down,up,down,-0.1069291671409859,0.782500889075278,-1.316951895343833,-113.40115599660278,38.015
0.2190000000000012,0.1571562,-0.2829204,10.605492900000002,0.0,3.0,0.17598047172234021,0.1715423702962453,1.0,0.26962696565742306,up,down,up,down,-0.1069291671409859,0.782500889075278,-1.316951895343833,-113.40115599660278,38.031
0.25,0.1841336999999999,-0.2738952,10.542610800000002,0.0,3.0,0.09240391143480689,0.19584261346598564,1.0,0.30475800716477863,up,down,up,down,-0.1069291671409859,0.782500889075278,-1.316951895343833,-113.40115599660278,38.062
0.26600000000000534,0.1841336999999999,-0.2798793,10.5740028,0.0,3.0,0.1275419383446664,0.208383710628123,1.0,0.3225954268975215,up,down,up,down,-0.1069291671409859,0.782500889075278,-1.316951895343833,-113.40115599660278,38.078
0.2820000000000036,0.1571562,-0.2798793,10.5605631,0.0,3.0,0.1058979347855885,0.22092731422722744,1.0,0.3402321690241763,up,down,up,down,-0.1069291671409859,0.782500889075278,-1.316951895343833,-113.40115599660278,38.094
0.29700000000000415,0.0898596,-0.2858634,10.5605631,0.0,3.0,0.10483733415220399,0.23268658352229554,1.0,0.3565843432212148,up,down,up,down,-0.1069291671409859,0.782500889075278,-1.316951895343833,-113.40115599660278,38.109
0.3130000000000024,0.0913311,-0.2709522,10.542610800000002,0.0,3.0,0.0770798594748416,0.2452257323723599,1.0,0.373832275019538,up,down,up,down,-0.1069291671409859,0.782500889075278,-1.316951895343833,-113.40115599660278,38.125
0.32800000000000296,0.0913311,-0.3173535,10.5799869,0.0,3.0,0.1387151632290031,0.25698117842693713,1.0,0.3898200016187161,up,down,up,down,-0.1069291671409859,0.782500889075278,-1.316951895343833,-113.40115599660278,38.14
0.3440000000000012,0.056898,-0.3173535,10.6039233,0.0,3.0,0.1721057238251364,0.26953247780393674,1.0,0.4066791226943849,up,down,up,down,-0.1069291671409859,0.782500889075278,-1.316951895343833,-113.40115599660278,38.156
0.35999999999999943,,,,0.0,,0.17196550101810398,0.2821004444309281,,0.42333728964197803,up,down,up,down,-0.1069291671409859,0.782500889075278,-1.316951895343833,-113.40115599660278,38.172
0.375,,,,0.0,,0.043014722420170695,0.29388352712876875,,0.4387716882854562,up,down,up,down,-0.1069291671409859,0.782500889075278,-1.316951895343833,-113.40115599660278,38.187
0.4070000000000036,,,,0.0,,0.0916081708165349,0.31899758640064546,,0.4711080511199981,up,down,up,down,-0.1069291671409859,0.782500889075278,-1.316951895343833,-113.40115599660278,38.219
0.42200000000000415,,,,0.0,,0.0976346105202179,0.33076507900759944,,0.48598910955959695,up,down,up,down,-0.1069291671409859,0.782500889075278,-1.316951895343833,-113.40115599660278,38.234
0.4380000000000024,,,,0.0,,0.039176944488105894,0.34330728349038764,,0.5016677609851143,up,down,up,down,-0.1069291671409859,0.782500889075278,-1.316951895343833,-113.40115599660278,38.25
0.45300000000000296,,,,0.0,,0.0392594723203136,0.35504985708561765,,0.5161843608609331,up,down,up,down,-0.1069291671409859,0.782500889075278,-1.316951895343833,-113.40115599660278,38.265
0.4690000000000012,,,,0.0,,0.017342956740358198,0.36755124172529263,,0.5314747823959607,up,down,up,down,-0.1069291671409859,0.782500889075278,-1.316951895343833,-113.40115599660278,38.281
0.48499999999999943,,,,0.0,,0.0716969681252931,0.38003220981163666,,0.5465653451091583,up,down,up,down,-0.1069291671409859,0.782500889075278,-1.316951895343833,-113.40115599660278,38.297
0.5,,,,0.0,,0.042212408975571006,0.3917121111013908,,0.5605315411324625,up,down,up,down,-0.1069291671409859,0.782500889075278,-1.316951895343833,-113.40115599660278,38.312
0.5160000000000053,,,,0.0,,0.029894077993389293,0.4041352621126211,,0.5752359924722583,up,down,up,down,-0.1069291671409859,0.782500889075278,-1.316951895343833,-113.40115599660278,38.328
