timestamps,aAcc,aJerk,aVelocity,aHeight,jerks_direction,accelerations_direction,velocities_direction,heights_direction,start_jerks,start_accelerations,start_velocities,start_heights,actual_timestamps
0.0,0.0,0.0,0.0,0.0,up,down,down,up,-0.0817587310313429,-0.0017492502124198,2.4290299320348026,29.470611293061022,17.281
0.01600000000000179,0.0,0.1526589609207606,0.0,0.03886432761037284,up,down,down,up,-0.0817587310313429,-0.0017492502124198,2.4290299320348026,29.470611293061022,17.297
0.03100000000000236,0.0,0.2042345175111821,0.0,0.07529952706799747,up,down,down,up,-0.0817587310313429,-0.0017492502124198,2.4290299320348026,29.470611293061022,17.312
0.0470000000000006,0.0,0.1264440057771182,0.0,0.11416397848028836,up,down,down,up,-0.0817587310313429,-0.0017492502124198,2.4290299320348026,29.470611293061022,17.328
0.062000000000001165,0.0,0.1286172460473724,0.0,0.15059984873002819,up,down,down,up,-0.0817587310313429,-0.0017492502124198,2.4290299320348026,29.470611293061022,17.343
0.07800000000000296,0.0,0.0931883054370385,0.0,0.18946540128048284,up,down,down,up,-0.0817587310313429,-0.0017492502124198,2.4290299320348026,29.470611293061022,17.359
0.0940000000000012,0.0,0.1157481304216017,0.0,0.22833169962161293,up,down,down,up,-0.0817587310313429,-0.0017492502124198,2.4290299320348026,29.470611293061022,17.375
0.10900000000000176,0.0,0.1148135686006656,0.0,0.26476963236598294,up,down,down,up,-0.0817587310313429,-0.0017492502124198,2.4290299320348026,29.470611293061022,17.39
0.125,0.0,0.0745777126618468,0.0,0.3036376814632433,up,down,down,up,-0.0817587310313429,-0.0017492502124198,2.4290299320348026,29.470611293061022,17.406
0.1410000000000018,0.0,0.0343446237641853,0.0,0.3425066487889481,up,down,down,up,-0.0817587310313429,-0.0017492502124198,2.4290299320348026,29.470611293061022,17.422
0.15600000000000236,0.0,0.034886461523249604,0.0,0.3789470066001108,up,down,down,up,-0.0817587310313429,-0.0017492502124198,2.4290299320348026,29.470611293061022,17.437
0.1720000000000006,0.0,0.0681744563676498,0.0,0.4178173168144319,up,down,down,up,-0.0817587310313429,-0.0017492502124198,2.4290299320348026,29.470611293061022,17.453
0.18700000000000117,0.0,0.1714642358409402,0.0,0.4542588023439862,up,down,down,up,-0.0817587310313429,-0.0017492502124198,2.4290299320348026,29.470611293061022,17.468
0.20300000000000296,0.0,0.033819320322773204,0.0,0.4931304371603602,up,down,down,up,-0.0817587310313429,-0.0017492502124198,2.4290299320348026,29.470611293061022,17.484
0.2190000000000012,0.0,0.0357388226862638,0.0,0.5320027516398582,up,down,down,up,-0.0817587310313429,-0.0017492502124198,2.4290299320348026,29.470611293061022,17.5
0.23400000000000176,0.0,0.1304682202044898,0.0,0.5684460760351087,up,down,down,up,-0.0817587310313429,-0.0017492502124198,2.4290299320348026,29.470611293061022,17.515
0.25,0.0,0.1464524621091084,0.0,0.6073196329096966,up,down,down,up,-0.0817587310313429,-0.0017492502124198,2.4290299320348026,29.470611293061022,17.531
0.2660000000000018,0.0,0.1437804470251234,0.0,0.6461941282781183,up,down,down,up,-0.0817587310313429,-0.0017492502124198,2.4290299320348026,29.470611293061022,17.547
0.28100000000000236,0.0,0.1000762433850841,0.0,0.682640009149349,up,down,down,up,-0.0817587310313429,-0.0017492502124198,2.4290299320348026,29.470611293061022,17.562
0.2970000000000006,0.0,0.1437603617338181,0.0,0.7215168884757581,up,down,down,up,-0.0817587310313429,-0.0017492502124198,2.4290299320348026,29.470611293061022,17.578
0.31200000000000117,0.0,0.1456240951041087,0.0,0.7579653372862829,up,down,down,up,-0.0817587310313429,-0.0017492502124198,2.4290299320348026,29.470611293061022,17.593
0.32800000000000296,0.0,0.011594984181997794,0.0,0.7968452392726171,up,down,down,up,-0.0817587310313429,-0.0017492502124198,2.4290299320348026,29.470611293061022,17.609
0.3440000000000012,0.0,0.0761019943067516,0.0,0.8357266134956802,up,down,down,up,-0.0817587310313429,-0.0017492502124198,2.4290299320348026,29.470611293061022,17.625
0.35900000000000176,0.0,0.0465954446171694,0.0,0.8721791120800049,up,down,down,up,-0.0817587310313429,-0.0017492502124198,2.4290299320348026,29.470611293061022,17.64
0.375,0.0,0.044358771395086004,0.0,0.9110629565665889,up,down,down,up,-0.0817587310313429,-0.0017492502124198,2.4290299320348026,29.470611293061022,17.656
0.3910000000000018,0.0,0.0622313054611358,0.0,0.9499478904024379,up,down,down,up,-0.0817587310313429,-0.0017492502124198,2.4290299320348026,29.470611293061022,17.672
0.40600000000000236,0.0,0.041605686877258304,0.0,0.9864034008276619,up,down,down,up,-0.0817587310313429,-0.0017492502124198,2.4290299320348026,29.470611293061022,17.687
