timestamps,aAcc,aJerk,aVelocity,aHeight,jerks_direction,accelerations_direction,velocities_direction,heights_direction
0.0,0.0,0.4261858236092038,0.0,0.0,down,up,up,up
0.016000000000000014,0.007477739546333198,0.4673587216458271,0.0012094469234289005,5.4453534439000015e-05,down,up,up,up
0.030999999999999694,0.016519233322194196,0.6027662517240757,0.0024671976640599,0.00012400770545590003,down,up,up,up
0.04699999999999971,0.025373845406695794,0.5534132552813538,0.0039519673009492,0.00022013898422759999,down,up,up,up
0.06200000000000028,0.0340548376464031,0.5787328159804652,0.005475455867964601,0.00033282399460520006,down,up,up,up
0.07800000000000029,0.041152615445874105,0.4436111124669347,0.007226740499761,0.00047921952459859993,down,up,up,up
0.0940000000000003,0.0481112211316308,0.4349128553597921,0.009090476199439201,0.0006545352172437,down,up,up,up
0.10899999999999999,0.05493006019074541,0.4545892706076512,0.010941059253474099,0.0008467510697514,down,up,up,up
0.125,0.062207491102624204,0.4548394319924261,0.0130277846708792,0.0010832797801977,down,up,up,up
0.14100000000000001,0.0693375069685498,0.445625991620346,0.0152297696625068,0.0013541181739163,down,up,up,up
0.1559999999999997,0.07787387253521409,0.5690910377776369,0.0174116284529021,0.0016409079963927002,down,up,up,up
0.1719999999999997,0.08625689013277689,0.5239385998476727,0.0198742995613042,0.0019839733795579003,down,up,up,up
0.18700000000000028,0.09464757360272279,0.5593788979963701,0.0223088564834376,0.0023423263865043,down,up,up,up
0.2030000000000003,0.10404678557669021,0.5874507483729635,0.0250480363639311,0.0027659594883348002,down,up,up,up
0.2190000000000003,0.11324527495794891,0.5749055863286662,0.0279359978552665,0.0032346097211399002,down,up,up,up
0.23399999999999999,0.1226616906973952,0.627761049296433,0.030783073541798496,0.0037169820932287,down,up,up,up
0.25,0.1328328066838615,0.635694749154147,0.0339766545279068,0.004279837876837799,down,up,up,up
0.266,0.1428044890235345,0.6232301462295581,0.0373313779006242,0.0048950800953176,down,up,up,up
0.2809999999999997,0.1540927838517696,0.7525529885490243,0.040635880891306,0.0055218138728679,down,up,up,up
0.2969999999999997,0.1651597395657251,0.6916847321222213,0.0443395260857041,0.0062463950877354995,down,up,up,up
0.3120000000000003,0.17544633563176681,0.6857730710694175,0.0479718450938025,0.0069807097081927,down,up,up,up
0.3280000000000003,0.1855703363121552,0.6327500425242766,0.0520096034764121,0.0078253392558059,down,up,up,up
0.3440000000000003,0.1954091909003033,0.6149284117592518,0.05620706470117,0.0087358505602781,down,up,up,up
0.359,0.2036846190496231,0.5516952099546656,0.060278041719911406,0.009651468195047,down,up,up,up
0.375,0.21176157723775368,0.5048098867581614,0.0647512362972686,0.010696480378236,down,up,up,up
0.391,0.2192246723302222,0.4664434432792848,0.0693487513008707,0.0118140582380726,down,up,up,up
0.4059999999999997,0.2268158928938071,0.5060813709056678,0.0737718289841678,0.0129294419268212,down,up,up,up
