timestamps,aAcc,aJerk,aHeight,aVelocity
41.038,0.0472754144005627,0.4055593929275599,0.0012259218372881,1.7787951228158498e-05
41.053,0.0514763640096589,0.2800633072730712,0.0019665601753648,2.5951685780303888e-05
41.068,0.0557721466644913,0.2863855103221515,0.002770924005421,8.127883904977979e-05
41.088,0.060319679911954,0.2273766623730999,0.0039318422711856,0.00017470119770053949
41.103,0.0652745448206157,0.3303243272441011,0.00487379895668,0.00026053952882313953
41.117,0.0704474034110607,0.3694898993176051,0.0058238525943014,0.0003538993767992395
41.132,0.0754999435478858,0.3368360091216606,0.0069184576964936,0.0004692627258938395
41.152,0.0804034938324722,0.2451775142292838,0.0084774920702974,0.0006496169194465395
41.167,0.085518529202341,0.3410023579912399,0.0097219072430585,0.0008059084362102395
41.182,0.0907430879684749,0.3483039177422484,0.0110438693718397,0.0009814477827356394
41.202,0.0962133078850211,0.2735109958273629,0.0129134333303743,0.0012474155056424394
41.217,0.1022783912874008,0.4043388934919618,0.0144021210741675,0.0014720781855901395
41.231,0.1080318162508415,0.4109589259599705,0.0158742925269355,0.0017024893679172394
41.246,0.1137792752567694,0.3831639337285107,0.0175378757132426,0.00197287665163214
41.261,0.119831970555591,0.4035130199214231,0.0192899600568354,0.00226888144182134
41.281,0.1257654207927565,0.2966725118583348,0.0217459339703184,0.00270563507797754
41.296,0.1317101984283599,0.3963185090402126,0.0236770011144768,0.00306610311302714
41.311,0.1379309558048103,0.4147171584300067,0.0256993097712257,0.0034562214665834396
41.326,0.1441600643015856,0.4152738997850097,0.0278149924220238,0.00387737475494644
41.346,0.15086686478128,0.3353400239847871,0.0307652617128518,0.0044895719921798395
41.36,0.1576014129788632,0.4810391569701235,0.0329245396571733,0.004953876888889439
41.375,0.164374352660241,0.4515293120918376,0.0353393578994666,0.005485652142477839
41.39,0.1711361154778927,0.4507841878434315,0.0378556864105027,0.00605441099671624
41.41,0.1778286273855744,0.3346255953841525,0.0413453338391367,0.006872815895097239
41.425,0.1844433910405136,0.4409842436625954,0.0440623739773325,0.007533169725634339
41.44,0.1913252168837385,0.4587883895483047,0.0468806385367644,0.008235038341403739
41.455,0.19823644497691,0.4607485395447541,0.0498023510007194,0.008979956784848439
41.475,0.2052912416410954,0.352739833209215,0.0538376278669001,0.010042751269409539
41.49,0.2127087328453392,0.49449941361623,0.0569726276755485,0.01089362420789154
41.505,0.2205506549712108,0.5227948083914233,0.0602220730841727,0.01179238048550314
41.519,0.228273731177369,0.551648300440037,0.0633638437872118,0.012675958190721839
41.539,0.2358701835391059,0.3798226180867853,0.0680052829343773,0.01401604415382274
41.555,0.2429164667398158,0.440392700044416,0.0718355761366082,0.01515588678309824
41.569,0.2498022769362045,0.4918435854562321,0.0752846073423411,0.016204204354570442
41.584,0.2565461366760839,0.4495906493252799,0.0790822204444334,0.01738175158488484
41.604,0.2633590796330907,0.3406471478504048,0.0842812726075241,0.01904178121128884
41.618,0.2696425524896408,0.448819489753491,0.088012284032384,0.02026631239488784
41.634,0.2759814179410593,0.3961790907136989,0.0923772757958292,0.02173054463022124
41.648,0.2823205304670413,0.4527937518557605,0.0962853894346867,0.023069659573954442
41.668,0.2887052065331144,0.319233803303717,0.1019956468046871,0.02507886463223254
41.684,0.2947222897234312,0.3760676993948412,0.1066630667747389,0.02676925009757554
41.698,0.300495411378531,0.4123658325070432,0.1108295906824535,0.02831017498689554
41.718,0.3059771190034421,0.2740853812455162,0.1168943159862742,0.030613808749467942
