timestamps,acc_x,acc_y,acc_z,aAcc,aStages,aJerk,aVelocity,avStages,aHeight,jerks_direction,accelerations_direction,velocities_direction,heights_direction,start_jerks,start_accelerations,start_velocities,start_heights,actual_timestamps
0.0,0.2634966,-0.2245509,9.746235,0.0,0.0,0.0,0.0,1.0,0.0,up,down,down,down,-0.0434516435010578,-0.0045189721311071,0.0,-9.79464979965154e-05,3.344
0.016000000000000014,0.2634966,-0.2604555,9.7192575,0.0,0.0,0.038673755684781604,0.0,1.0,0.0,up,down,down,down,-0.0434516435010578,-0.0045189721311071,0.0,-9.79464979965154e-05,3.36
0.03100000000000014,0.2514303,-0.2394621,9.7431939,0.0,0.0,0.0,0.0,1.0,0.0,up,down,down,down,-0.0434516435010578,-0.0045189721311071,0.0,-9.79464979965154e-05,3.375
0.04700000000000015,0.2514303,-0.2634966,9.7431939,0.0,0.0,0.0,0.0,1.0,0.0,up,down,down,down,-0.0434516435010578,-0.0045189721311071,0.0,-9.79464979965154e-05,3.391
0.06300000000000017,0.2514303,-0.202086,9.7372098,0.0,0.0,0.0,0.0,1.0,0.0,up,down,down,down,-0.0434516435010578,-0.0045189721311071,0.0,-9.79464979965154e-05,3.407
0.07800000000000029,0.2394621,-0.202086,9.7507476,0.0,0.0,0.0,0.0,1.0,0.0,up,down,down,down,-0.0434516435010578,-0.0045189721311071,0.0,-9.79464979965154e-05,3.422
0.0940000000000003,0.2829204,-0.2694807,9.7507476,0.0,0.0,0.0167171052987136,0.0,1.0,0.0,up,down,down,down,-0.0434516435010578,-0.0045189721311071,0.0,-9.79464979965154e-05,3.438
0.10899999999999999,0.2829204,-0.2320065,9.7327953,0.0,0.0,0.015105578782601402,0.0,1.0,0.0,up,down,down,down,-0.0434516435010578,-0.0045189721311071,0.0,-9.79464979965154e-05,3.453
0.14100000000000001,0.261927,-0.2754648,9.7911648,0.0,0.0,0.0615430467101883,0.0,1.0,0.0,up,down,down,down,-0.0434516435010578,-0.0045189721311071,0.0,-9.79464979965154e-05,3.485
0.15600000000000014,0.261927,-0.2754648,9.7911648,0.0,0.0,0.08110529570863839,0.0,1.0,0.0,up,down,down,down,-0.0434516435010578,-0.0045189721311071,0.0,-9.79464979965154e-05,3.5
0.17200000000000015,0.261927,-0.2454462,9.776155500000002,0.0,0.0,0.053809913017732594,0.0,1.0,0.0,up,down,down,down,-0.0434516435010578,-0.0045189721311071,0.0,-9.79464979965154e-05,3.516
0.18800000000000017,0.2529999,-0.2454462,9.7582032,0.0,0.0,0.025850614408184897,0.0,1.0,0.0,up,down,down,down,-0.0434516435010578,-0.0045189721311071,0.0,-9.79464979965154e-05,3.532
0.2030000000000003,0.2858634,-0.2454462,9.7477065,0.0,0.0,0.0,0.0,1.0,0.0,up,down,down,down,-0.0434516435010578,-0.0045189721311071,0.0,-9.79464979965154e-05,3.547
0.2190000000000003,0.2634966,-0.2664396,9.7477065,0.0,0.0,0.012327681853885296,0.0,1.0,0.0,up,down,down,down,-0.0434516435010578,-0.0045189721311071,0.0,-9.79464979965154e-05,3.563
