timestamps,aAcc,aJerk,aVelocity,aHeight,jerks_direction,accelerations_direction,velocities_direction,heights_direction
0.0,0.0,-0.346587607349513,0.0,0.0,up,down,down,down
0.015000000000000568,0.007184730668637299,-0.4789820445757971,0.0012115765015244997,8.240716481850002e-05,up,down,down,down
0.04600000000000026,0.014375370208187008,-0.2319561141790278,0.003938319509568701,0.00031375925784180004,up,down,down,down
0.06200000000000028,0.021431611708401008,-0.4410150937633746,0.005459645787845101,0.00046715134401530004,up,down,down,down
0.07800000000000029,0.0281820260553598,-0.4219008966849232,0.0070914253128989,0.0006457682766155,up,down,down,down
0.09299999999999997,0.035367511915390906,-0.4790323906687497,0.0087257378691893,0.0008377173415382,up,down,down,down
0.10899999999999999,0.04237778021702361,-0.4381417688520402,0.0105825706291923,0.0010703921733195001,up,down,down,down
0.125,0.0496198449325078,-0.4526290447177668,0.012553422053332298,0.0013336884785739,up,down,down,down
0.14000000000000057,0.0583243464264971,-0.5803000995992627,0.014520694510034599,0.0016100646938562,up,down,down,down
0.15600000000000058,0.0668391302767511,-0.5321739906408713,0.0167568727466043,0.0019384935957035,up,down,down,down
0.17100000000000026,0.07572793167322629,-0.5925867597650252,0.0189838167327388,0.0022798691078557,up,down,down,down
0.2030000000000003,0.08370305796499271,-0.2492226966177011,0.0240044534128378,0.0031240981577732997,up,down,down,down
0.21799999999999997,0.092082251526195,-0.5586129040801662,0.026480534255531398,0.0035760559063431,up,down,down,down
0.25,0.10191010577071151,-0.3071204451411399,0.0320541528181693,0.0046690276271108,up,down,down,down
0.26500000000000057,0.1115395271148323,-0.6419614229413633,0.034812716086320694,0.0052438494849515,up,down,down,down
0.2810000000000006,0.119943707958953,-0.5252613027575399,0.037899452389854704,0.0059037551965552,up,down,down,down
0.29600000000000026,0.1291458337883818,-0.613475055295267,0.0409253149744694,0.0065682612928447005,up,down,down,down
0.3120000000000003,0.13820101973054122,-0.5659491213849671,0.044298960225564496,0.0073282638582391,up,down,down,down
0.3280000000000003,0.1473821336186028,-0.5738196180038452,0.0478184958753014,0.0081434118708403,up,down,down,down
0.34299999999999997,0.1560398788781719,-0.5771830173046179,0.051251851990536806,0.008959759820891101,up,down,down,down
0.375,0.1645440103128451,-0.2657541073335376,0.05885093506348049,0.0108778211413438,up,down,down,down
0.39000000000000057,0.1735339237253531,-0.5993275608338432,0.0625442105902769,0.0118616050748041,up,down,down,down
0.4060000000000006,0.1828210651247329,-0.5804463374612373,0.0666299209240213,0.0129732064907127,up,down,down,down
0.42100000000000026,0.19191641357488187,-0.6063565633432817,0.07059814303577809,0.0140757373114683,up,down,down,down
0.4370000000000003,0.20180444843528816,-0.6180021787753892,0.0749827803548031,0.0153185930623871,up,down,down,down
0.4530000000000003,0.21032979634565407,-0.5328342443978724,0.0795147247359944,0.0166327814669077,up,down,down,down
0.46799999999999997,0.21868991766158358,-0.557341421061975,0.0838900636125583,0.0179316377205789,up,down,down,down
0.5,0.22828655604901021,-0.2998949496070821,0.0935114280378152,0.0209264783145733,up,down,down,down
0.5150000000000006,0.2379900122190648,-0.646897078003618,0.09816619332133569,0.0224373808158241,up,down,down,down
0.5310000000000006,0.2454320861072823,-0.4651296180135929,0.1032684405308902,0.024127066250436098,up,down,down,down
0.5460000000000003,0.25280586301959757,-0.4915851274876919,0.1081629161708515,0.0257861217667562,up,down,down,down
0.5620000000000003,0.2614941079748761,-0.543015309704908,0.11351218636175099,0.0276377309508112,up,down,down,down
0.5780000000000003,0.2699937508730681,-0.5312276811370027,0.1189989596554782,0.029576028482743297,up,down,down,down
0.609,0.2790497834401755,-0.2921300828099192,0.1299016958817869,0.0335855173484221,up,down,down,down
0.625,0.2882846734582341,-0.5771806261286588,0.1356752419599179,0.035788341214950004,up,down,down,down
0.6400000000000006,0.29734967791514677,-0.6043336304608249,0.1412251906167282,0.037938414800332,up,down,down,down
0.6560000000000006,0.3050726163810396,-0.4826836541182984,0.1472794393940414,0.0403246602042124,up,down,down,down
0.6710000000000003,0.3123793610361343,-0.4871163103396592,0.1530680202461798,0.042650586492571,up,down,down,down
0.6870000000000003,0.31954949305286107,-0.4481332510454235,0.1593583215018355,0.0452282055903494,up,down,down,down
0.7030000000000003,0.3278009594704639,-0.5157166511001727,0.1657719955449658,0.047907456490518,up,down,down,down
0.734,0.3354760993901067,-0.2475851586981592,0.178445351401758,0.0533943540730434,up,down,down,down
0.75,0.3429967052531602,-0.4700378664408418,0.18510800426184779,0.0563809892821465,up,down,down,down
0.7650000000000006,0.3504842362051157,-0.49916873013035,0.1914668023442949,0.059278620672749804,up,down,down,down
0.7810000000000006,0.3569930390011394,-0.4068001747514756,0.1983614909688886,0.062475455383049404,up,down,down,down
0.7960000000000003,0.36341166120620727,-0.4279081470045389,0.2049222172419533,0.06557340353568779,up,down,down,down
0.8120000000000003,0.3702127707328522,-0.4250693454153072,0.2120260831204095,0.0689871983023809,up,down,down,down
0.8280000000000003,0.3767099686096103,-0.4060748672973787,0.2192363354580929,0.0725155060148031,up,down,down,down
0.843,0.3830809280650503,-0.4247306303626739,0.2260924582046624,0.0759287923083308,up,down,down,down
0.859,0.390385165271864,-0.4565148254258573,0.2335150573743015,0.0796838607967567,up,down,down,down
0.8900000000000006,0.3970709875919205,-0.2156716877437554,0.24811318918814387,0.087300627323326,up,down,down,down
0.9060000000000006,0.4036085251605872,-0.4085960980416688,0.2557534957131076,0.0914097691663303,up,down,down,down
0.9210000000000003,0.40964968788705747,-0.4027441817646927,0.2630106233324746,0.0953738204002291,up,down,down,down
