timestamps,aAcc,aJerk,aVelocity,aHeight,jerks_direction,accelerations_direction,velocities_direction,heights_direction,start_jerks,start_accelerations,start_velocities,start_heights,actual_timestamps
0.0,0.0,0.0,0.0,0.0,up,up,up,up,-0.0396807802097507,0.0070342966384764,0.0,-7.700892821843335e-05,3.203
0.016000000000000014,0.0,0.0483472306257234,0.0,0.0,up,up,up,up,-0.0396807802097507,0.0070342966384764,0.0,-7.700892821843335e-05,3.219
0.03100000000000014,0.0,0.048546549389883606,0.0,0.0,up,up,up,up,-0.0396807802097507,0.0070342966384764,0.0,-7.700892821843335e-05,3.234
0.04700000000000015,0.0,0.09083498098403439,0.0,0.0,up,up,up,up,-0.0396807802097507,0.0070342966384764,0.0,-7.700892821843335e-05,3.25
0.06300000000000017,0.0,0.0549005420215972,0.0,0.0,up,up,up,up,-0.0396807802097507,0.0070342966384764,0.0,-7.700892821843335e-05,3.266
0.0940000000000003,0.0,0.0486127349989057,0.0,0.0,up,up,up,up,-0.0396807802097507,0.0070342966384764,0.0,-7.700892821843335e-05,3.297
0.11000000000000032,0.0,0.12565547832808022,0.0,0.0,up,up,up,up,-0.0396807802097507,0.0070342966384764,0.0,-7.700892821843335e-05,3.313
0.125,0.0,0.0766618682071412,0.0,0.0,up,up,up,up,-0.0396807802097507,0.0070342966384764,0.0,-7.700892821843335e-05,3.328
0.14100000000000001,0.0,0.0722876651952705,0.0,0.0,up,up,up,up,-0.0396807802097507,0.0070342966384764,0.0,-7.700892821843335e-05,3.344
0.15600000000000014,0.0,0.0813799529693644,0.0,0.0,up,up,up,up,-0.0396807802097507,0.0070342966384764,0.0,-7.700892821843335e-05,3.359
0.17200000000000015,0.0,0.016568045990060995,0.0,0.0,up,up,up,up,-0.0396807802097507,0.0070342966384764,0.0,-7.700892821843335e-05,3.375
0.2030000000000003,0.0,0.0424460389268123,0.0,0.0,up,up,up,up,-0.0396807802097507,0.0070342966384764,0.0,-7.700892821843335e-05,3.406
0.2190000000000003,0.0,0.1133939570816319,0.0,0.0,up,up,up,up,-0.0396807802097507,0.0070342966384764,0.0,-7.700892821843335e-05,3.422
0.23500000000000032,0.0,0.0520736747585467,0.0,0.0,up,up,up,up,-0.0396807802097507,0.0070342966384764,0.0,-7.700892821843335e-05,3.438
0.25,0.0,0.0561706615667875,0.0,0.0,up,up,up,up,-0.0396807802097507,0.0070342966384764,0.0,-7.700892821843335e-05,3.453
0.266,0.0,0.0170479340188887,0.0,0.0,up,up,up,up,-0.0396807802097507,0.0070342966384764,0.0,-7.700892821843335e-05,3.469
0.28100000000000014,0.0,0.097887549407953,0.0,0.0,up,up,up,up,-0.0396807802097507,0.0070342966384764,0.0,-7.700892821843335e-05,3.484
0.29700000000000015,0.0,0.0933561611785379,0.0,0.0,up,up,up,up,-0.0396807802097507,0.0070342966384764,0.0,-7.700892821843335e-05,3.5
0.31300000000000017,0.0,0.0399171602912593,0.0,0.0,up,up,up,up,-0.0396807802097507,0.0070342966384764,0.0,-7.700892821843335e-05,3.516
0.3280000000000003,0.0,0.1046960335023312,0.0,0.0,up,up,up,up,-0.0396807802097507,0.0070342966384764,0.0,-7.700892821843335e-05,3.531
0.3600000000000003,0.0,0.0713223206754495,0.0,0.0,up,up,up,up,-0.0396807802097507,0.0070342966384764,0.0,-7.700892821843335e-05,3.563
0.375,0.0,0.08183400398257071,0.0,0.0,up,up,up,up,-0.0396807802097507,0.0070342966384764,0.0,-7.700892821843335e-05,3.578
0.391,0.0,0.048303998777442694,0.0,0.0,up,up,up,up,-0.0396807802097507,0.0070342966384764,0.0,-7.700892821843335e-05,3.594
0.40600000000000014,0.0,0.0526692887526994,0.0,0.0,up,up,up,up,-0.0396807802097507,0.0070342966384764,0.0,-7.700892821843335e-05,3.609
0.42200000000000015,0.0,0.0929071078818796,0.0,0.0,up,up,up,up,-0.0396807802097507,0.0070342966384764,0.0,-7.700892821843335e-05,3.625
0.4530000000000003,0.0,0.028501656351677302,0.0,0.0,up,up,up,up,-0.0396807802097507,0.0070342966384764,0.0,-7.700892821843335e-05,3.656
0.4690000000000003,0.0,0.023685928591899802,0.0,0.0,up,up,up,up,-0.0396807802097507,0.0070342966384764,0.0,-7.700892821843335e-05,3.672
0.4850000000000003,0.0,0.0205173187971317,0.0,0.0,up,up,up,up,-0.0396807802097507,0.0070342966384764,0.0,-7.700892821843335e-05,3.688
0.5,0.0,0.050792231420024404,0.0,0.0,up,up,up,up,-0.0396807802097507,0.0070342966384764,0.0,-7.700892821843335e-05,3.703
