timestamps,aAcc,aJerk,aVelocity,aHeight,jerks_direction,accelerations_direction,velocities_direction,heights_direction,actual_timestamps
0.0,0.0,0.0342421038574957,0.0,0.0,up,down,down,down,1.907
0.014999999999999902,0.00020968054099059982,-0.0139787027327051,0.0,0.0,up,down,down,down,1.922
0.030999999999999917,6.130907248899989e-05,0.0092732167813469,0.0,0.0,up,down,down,down,1.938
0.04699999999999993,0.00011481409664070019,0.0110076980706086,0.0,0.0,up,down,down,down,1.954
0.062000000000000055,0.00019079412258979963,-0.0203738812820355,0.0,0.0,up,down,down,down,1.969
0.07800000000000007,0.00011788848276949974,0.0045566024887699,2.737076884867101e-05,2.1896615078936712e-07,up,down,down,down,1.985
0.09299999999999997,0.00048118567025839986,0.0399382768685306,0.0,4.2424691715439795e-07,up,down,down,down,2.0
0.10899999999999999,0.0010757533334598006,0.0371604789500823,0.0,4.2424691715439795e-07,up,down,down,down,2.016
0.125,0.0009912826114906004,-0.0052794201230721,0.0,4.2424691715439795e-07,up,down,down,down,2.032
0.14000000000000012,0.0009058356419676,-0.0056964646348707,0.0,4.2424691715439795e-07,up,down,down,down,2.047
0.15600000000000014,0.0008220641032182,-0.0052357211718367,0.0,4.2424691715439795e-07,up,down,down,down,2.063
0.17200000000000015,0.00036427795849820017,-0.0286116340449948,0.0,4.2424691715439795e-07,up,down,down,down,2.079
0.18699999999999983,0.00010748484979929964,-0.0314508538865024,0.0,4.2424691715439795e-07,up,down,down,down,2.094
0.20299999999999985,0.0005746311321281998,-0.0291966426455569,2.305584146093144e-05,6.086936488418496e-07,up,down,down,down,2.11
0.21799999999999997,7.662601300139965e-05,0.0332003412751188,0.0,7.816124597988375e-07,up,down,down,down,2.125
0.23399999999999999,0.0001470622220356003,0.0139805146898153,0.0,7.816124597988375e-07,up,down,down,down,2.141
0.25,0.00016831844144429972,-0.0197112914674946,0.0,7.816124597988375e-07,up,down,down,down,2.157
0.2650000000000001,0.0004598215502937997,-0.0194335405899672,0.0,7.816124597988375e-07,up,down,down,down,2.172
0.28100000000000014,0.0007456089119113,-0.0178617101010969,0.0,7.816124597988375e-07,up,down,down,down,2.188
0.29700000000000015,0.00019675050190319987,0.0343036506255111,0.0,7.816124597988375e-07,up,down,down,down,2.204
0.31199999999999983,3.757264410349974e-05,0.0106118571866415,0.0,7.816124597988375e-07,up,down,down,down,2.219
0.32799999999999985,0.0007027439425044998,-0.0415732061500584,0.0,7.816124597988375e-07,up,down,down,down,2.235
0.34299999999999997,0.00014515613320399993,0.037172520620032,0.0,7.816124597988375e-07,up,down,down,down,2.25
0.359,0.00040149858179640025,0.0341659196875232,2.1269605047641305e-05,9.517693001799674e-07,up,down,down,down,2.266
0.375,0.0009592082454830003,0.0348568539804139,0.0,1.1219261405610972e-06,up,down,down,down,2.282
0.3900000000000001,0.0011959816958260002,0.0157848966895337,0.0,1.1219261405610972e-06,up,down,down,down,2.297
0.40600000000000014,0.0014281125294957,0.0145081771043553,0.0,1.1219261405610972e-06,up,down,down,down,2.313
0.42200000000000015,0.0014868750576777002,0.0036726580113777,0.0,1.1219261405610972e-06,up,down,down,down,2.329
0.43699999999999983,0.0015387248490715002,0.0034566527595814,0.0,1.1219261405610972e-06,up,down,down,down,2.344
0.45299999999999985,0.0016284711249419004,0.0056091422419024,0.0,1.1219261405610972e-06,up,down,down,down,2.36
0.46799999999999997,0.0020402969240703004,0.0274550532752232,4.309984659224379e-05,1.4451749900029268e-06,up,down,down,down,2.375
0.484,0.002423159626268,0.0239289188873614,0.0,1.7899737627408795e-06,up,down,down,down,2.391
0.5,0.0019579200818498,-0.0290774715261399,0.0,1.7899737627408795e-06,up,down,down,down,2.407
0.5150000000000001,0.0027381595043003003,0.0520159614967018,0.0,1.7899737627408795e-06,up,down,down,down,2.422
0.5310000000000001,0.0034898407911577,0.0469800804285824,0.0,1.7899737627408795e-06,up,down,down,down,2.438
0.5470000000000002,0.0028063130568938004,-0.0427204833914895,2.100291855818177e-05,1.9579971112063346e-06,up,down,down,down,2.454
0.5619999999999998,0.0036316239649956,0.0550207272067867,0.0,2.1155190003926953e-06,up,down,down,down,2.469
