timestamps,aAcc,aJerk,aVelocity,aHeight,jerks_direction,accelerations_direction,velocities_direction,heights_direction,actual_timestamps
0.0,0.0,-0.5699405493357895,0.0,0.0,up,down,down,up,6.5
0.016000000000000014,0.009269699844100587,-0.5793562402562896,0.007534894283669047,0.03265139380762294,up,down,down,up,6.516
0.030999999999999694,0.018859566170918995,-0.6393244217879038,0.014457410928326642,0.06337050608423134,up,down,down,up,6.531
0.04699999999999971,0.0282613959030939,-0.5876143582609344,0.021689495114156188,0.09625079598592468,up,down,down,up,6.547
0.06200000000000028,0.03693124012023569,-0.5779896144760972,0.028334036483752545,0.12718014246042886,up,down,down,up,6.562
0.07800000000000029,0.04519800893605819,-0.5166730509889024,0.035286054373723896,0.1602802178406426,up,down,down,up,6.578
0.0940000000000003,0.053367170618329796,-0.5105726051419786,0.0421065848197113,0.19349047360754357,up,down,down,up,6.594
0.10899999999999999,0.061376152659771976,-0.5339321360961568,0.04837949603489555,0.22472328920147167,up,down,down,up,6.609
0.125,0.0694688665601308,-0.5057946187724256,0.05494178776355829,0.258140974125213,up,down,down,up,6.625
0.14100000000000001,0.07741075597217417,-0.4963680882527073,0.061375802665721846,0.29166262950200084,up,down,down,up,6.641
0.1559999999999997,0.08489700424464525,-0.4990832181647526,0.0672919806038661,0.32318180786404094,up,down,down,up,6.656
0.1719999999999997,0.0926424309582003,-0.48408916959719,0.07348071700466541,0.35689910409826275,up,down,down,up,6.672
0.18700000000000028,0.10025066203048455,-0.5072154048189311,0.07916750494702107,0.3885981357504207,up,down,down,up,6.687
0.2030000000000003,0.10876583557520547,-0.5321983465450537,0.08510442484859748,0.4225034258421392,up,down,down,up,6.703
0.2190000000000003,0.1156654531593801,-0.4312260990109169,0.09091802642114333,0.45650272010565063,up,down,down,up,6.719
0.23399999999999999,0.1228980226408698,-0.4821712987659868,0.09626228649241142,0.48846074244002047,up,down,down,up,6.734
0.25,0.12999094351851959,-0.4433075548531114,0.10184822664555826,0.5226367411984785,up,down,down,up,6.75
0.266,0.13619023507023437,-0.3874557219821769,0.1073278290992703,0.5569012642977902,up,down,down,up,6.766
0.2809999999999997,0.14158395560169618,-0.3595813687641283,0.11237800880900117,0.5891032280696207,up,down,down,up,6.781
0.2969999999999997,0.14687191690705248,-0.3304975815847652,0.11767941371135304,0.623534802103137,up,down,down,up,6.797
0.3120000000000003,0.15152589142633838,-0.3102649679523851,0.12257491628862338,0.6558908795656571,up,down,down,up,6.812
0.3280000000000003,0.157109792292978,-0.3489938041649761,0.12771488270129128,0.6904843126109301,up,down,down,up,6.828
0.3440000000000003,0.16414292231181976,-0.4395706261776096,0.1327539128668742,0.7251591776288291,up,down,down,up,6.844
0.359,0.1710381478204876,-0.4596817005778654,0.13737354098065246,0.757739303520204,up,down,down,up,6.859
0.375,0.1756618397326068,-0.2889807445074496,0.14220899296264955,0.7925670784451038,up,down,down,up,6.875
0.391,0.1805921805605113,-0.3081463017440275,0.14696801268272663,0.827471609143621,up,down,down,up,6.891
0.4059999999999997,0.1854013739950115,-0.3206128956333574,0.1513565471633309,0.8602632133299846,up,down,down,up,6.906
